INDEX_CODE	CON_CODE	TRADE_DATE	TOTAL_SHARE	FREE_SHARE_RATIO	CALC_SHARE	WEIGHT_FACTOR	WEIGHT	CLOSE
000906.SH	300037.SZ	20260513	747782523	70	523447766	1	0.0887	64.53
000906.SH	300054.SZ	20260513	944543607	80	755634886	1	0.1288	64.89
000906.SH	300058.SZ	20260513	3590221227	100	3590221227	1	0.1717	18.21
000906.SH	300059.SZ	20260513	15804037675	80	12643230140	1	0.7062	21.27
000906.SH	300070.SZ	20260513	3624209363	60	2174525618	1	0.0221	3.87
000906.SH	002958.SZ	20260513	5555620741	80	4444496593	1	0.0349	2.99
000906.SH	002939.SZ	20260513	4034426956	40	1613770782	1	0.0411	9.7
000906.SH	300100.SZ	20260513	571982940	60	343189764	1	0.0282	31.31
000906.SH	002938.SZ	20260513	2318051016	30	695415305	1	0.1448	79.3
000906.SH	002648.SZ	20260513	3368645690	50	1684322845	1	0.1222	27.63
000906.SH	002670.SZ	20260513	1935084653	30	580525396	1	0.0196	12.84
000906.SH	002673.SZ	20260513	4469581705	60	2681749023	1	0.0512	7.27
000906.SH	002683.SZ	20260513	760002247	60	456001348	1	0.0488	40.77
000906.SH	002709.SZ	20260513	2033891587	70	1423724111	1	0.219	58.59
000906.SH	002714.SZ	20260513	5462771029	50	2731385515	1	0.3079	42.93
000906.SH	002736.SZ	20260513	10241743060	30	3072522918	1	0.0873	10.82
000906.SH	002738.SZ	20260513	721491877	100	721491877	1	0.1596	84.24
000906.SH	002739.SZ	20260513	2111778708	70	1478245096	1	0.0365	9.41
000906.SH	002756.SZ	20260513	539101540	70	377371078	1	0.0778	78.49
000906.SH	002773.SZ	20260513	921123104	40	368449242	1	0.0227	23.5
000906.SH	002797.SZ	20260513	4202400000	100	4202400000	1	0.0878	7.96
000906.SH	002821.SZ	20260513	333040460	60	199824276	1	0.0676	128.89
000906.SH	002831.SZ	20260513	920513500	40	368205400	1	0.0426	44.01
000906.SH	002837.SZ	20260513	968678626	60	581207176	1	0.1526	99.99
000906.SH	002841.SZ	20260513	696016545	60	417609927	1	0.043	39.21
000906.SH	002850.SZ	20260513	273772573	70	191640801	1	0.0991	196.88
000906.SH	002851.SZ	20260513	581403102	70	406982171	1	0.1339	125.33
000906.SH	002916.SZ	20260513	666740795	40	266696318	1	0.231	329.79
000906.SH	002920.SZ	20260513	596842634	50	298421317	1	0.0814	103.92
000906.SH	002926.SZ	20260513	2625000000	60	1575000000	1	0.0364	8.8
000906.SH	300073.SZ	20260513	544293668	80	435434934	1	0.0705	61.65
000906.SH	300115.SZ	20260513	1356056507	70	949239555	1	0.0894	35.87
000906.SH	300676.SZ	20260513	418317075	70	292821953	1	0.0327	42.59
000906.SH	300418.SZ	20260513	1255356953	70	878749867	1	0.1214	52.63
000906.SH	300433.SZ	20260513	4982732391	40	1993092956	1	0.1595	30.48
000906.SH	300442.SZ	20260513	1634343573	50	817171787	1	0.1961	91.38
000906.SH	300450.SZ	20260513	1566163034	70	1096314124	1	0.1556	54.06
000906.SH	300454.SZ	20260513	420627992	60	252376795	1	0.0852	128.59
000906.SH	300458.SZ	20260513	990512858	70	693359001	1	0.0669	36.76
000906.SH	300474.SZ	20260513	522619223	70	365833456	1	0.0659	68.57
000906.SH	300476.SZ	20260513	870349313	70	609244519	1	0.6006	375.43
000906.SH	300487.SZ	20260513	507665589	50	253832795	1	0.0419	62.86
000906.SH	300496.SZ	20260513	460394994	80	368315995	1	0.0637	65.9
000906.SH	300498.SZ	20260513	6653927141	80	5323141713	1	0.2153	15.4
000906.SH	300502.SZ	20260513	993972352	100	993972352	1	1.5465	592.52
000906.SH	300529.SZ	20260513	798605275	60	479163165	1	0.0251	19.93
000906.SH	300558.SZ	20260513	420733843	60	252440306	1	0.0351	52.9
000906.SH	300567.SZ	20260513	279745097	70	195821568	1	0.0851	165.41
000906.SH	300570.SZ	20260513	227126867	70	158988807	1	0.0738	176.71
000906.SH	300601.SZ	20260513	1116929111	60	670157467	1	0.0264	15.0
000906.SH	300604.SZ	20260513	634402614	70	444081830	1	0.2485	213.08
000906.SH	300623.SZ	20260513	832079919	60	499247951	1	0.041	31.3
000906.SH	300627.SZ	20260513	786437948	70	550506564	1	0.047	32.51
000906.SH	300628.SZ	20260513	1266730887	40	506692355	1	0.0514	38.63
000906.SH	300661.SZ	20260513	617900439	70	432530307	1	0.1174	103.38
000906.SH	300432.SZ	20260513	1709760242	60	1025856145	1	0.0741	27.49
000906.SH	300413.SZ	20260513	1870720815	40	748288326	1	0.0391	19.91
000906.SH	300122.SZ	20260513	2393789747	50	1196894874	1	0.0497	15.8
000906.SH	300408.SZ	20260513	1916497371	70	1341548160	1	0.3107	88.21
000906.SH	300124.SZ	20260513	2699696667	70	1889787667	1	0.3744	75.45
000906.SH	300136.SZ	20260513	967568638	100	967568638	1	0.2777	109.3
000906.SH	300140.SZ	20260513	3099067016	20	619813403	1	0.0108	6.63
000906.SH	300142.SZ	20260513	1599348541	100	1599348541	1	0.0653	15.55
000906.SH	300144.SZ	20260513	2624680340	60	1574808204	1	0.0307	7.42
000906.SH	300146.SZ	20260513	1691677031	60	1015006219	1	0.0281	10.55
000906.SH	300207.SZ	20260513	1847462446	80	1477969957	1	0.1021	26.31
000906.SH	300223.SZ	20260513	482540723	70	337778506	1	0.1302	146.83
000906.SH	300251.SZ	20260513	2933588432	50	1466794216	1	0.0558	14.48
000906.SH	300274.SZ	20260513	2073211424	70	1451247997	1	0.5329	139.85
000906.SH	300285.SZ	20260513	997048299	80	797638639	1	0.0859	41.01
000906.SH	300308.SZ	20260513	1111118334	100	1111118334	1	2.9702	1017.99
000906.SH	300316.SZ	20260513	1309533797	50	654766899	1	0.0823	47.89
000906.SH	300339.SZ	20260513	796410841	100	796410841	1	0.0971	46.41
000906.SH	300346.SZ	20260513	691156903	100	691156903	1	0.1008	55.54
000906.SH	300347.SZ	20260513	737901250	70	516530875	1	0.0699	51.53
000906.SH	300373.SZ	20260513	543347787	60	326008672	1	0.0671	78.4
000906.SH	300383.SZ	20260513	1797592847	80	1438074278	1	0.0628	16.63
000906.SH	300390.SZ	20260513	830750788	70	581525552	1	0.1554	101.74
000906.SH	300394.SZ	20260513	777415891	60	466449535	1	0.4194	342.45
000906.SH	300395.SZ	20260513	522267673	80	417814138	1	0.1626	148.16
000906.SH	689009.SH	20260513	717596528	80	574077222	1	0.062	41.1
